Engagement	Location	Date	Result	Side 1	Leaders 1	Strength 1	Casualties 1	Side 2	Leaders 2	Strength 2	Casualties 2	Wikipedia Link
Battle of Mount Austen, the Galloping Horse, and the Sea Horse	Guadalcanal (Pacific Ocean island)|Guadalcanal in the Solomon Islands	15 December 1942&nbsp;– 23 January 1943	Allied victory	{{flag|United States|1912}}	{{flagicon|USA|1912}}	50,078refMiller, p. 220. This number includes all US military forces on Guadalcanal, not necessarily the number directly involved in the battle.&lt;/ref&gt;*23rd Infantry Division (United States)|Americal Division*25th Infantry Division (United States)|25th Infantry Division*2nd Marine Division (United States)|2nd Marine Division*147th Infantry Regiment (United States)|147th Infantry Regiment	250 killedrefExact American losses for each action in the battle are not recorded. Miller, p. 244, 249&#8211;252, 270, 276&#8211;278, Frank, p. 533&#8211;534, 555&#8211;558, 566&#8211;567, Anderson. Anderson states that 200 total were killed, but adding up the known casualties from each action arrives at a number closer to 250.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan}}	20,000refMiller, p. 215, Frank, p. 497. Miller says that there were 25,000 Japanese troops on the island at this time, but Frank goes into more detail on the Japanese troop strength, stating "A (Japanese) strength return dated November 20 (1942) showed that of the 29,117 soldiers landed since August 7, the deduction of those killed, evacuated, or hospitalized because of wounds or illness left only 18,295 still with their units. Of this latter total, those fit by liberal definition for combat duty numbered only 12,775. The survivors of the original garrison (including construction workers) and the Imperial Navy units landed since August 7 added another 2,376 to the aggregate unit strength, but only 550 to the rolls of those fit for combat."&lt;/ref&gt;	2,700–3,300 killedrefAn unknown number, but probably in the thousands more Japanese soldiers throughout Guadalcanal died during this time from starvation and tropical disease but this is the approximate number killed by direct American action during this battle. Miller, p. 244, 249&#8211;252, 270, 275&#8211;279, Frank, p. 533&#8211;534, 555&#8211;558, 562&#8211;563, 566&#8211;567.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Mount_Austen,_the_Galloping_Horse,_and_the_Sea_Horse
Battle of Rennell Island	Rennell Island, Solomon Islands, Pacific Ocean	29–30 January 1943	Japanese successfully forced US Navy withdrawal, protecting the Japanese evacuation of Guadalcanal.	{{flag|United States|1912}}	William Halsey, Jr.Robert C. Giffen	1 aircraft carrier2 escort carriers6 cruisers8 destroyers14 fighter aircraft|fightersrefMorison, ''Struggle for Guadalcanal'', p. 353 &amp; 361. Although the three U.S. carriers together carried considerably more fighter aircraft than 14, this was the number that actually participated in the battle.&lt;/ref&gt;	USS Chicago (CA-29)|1 cruiser sunk1 destroyer damaged85 killedrefFrank, ''Guadalcanal'', p. 581 &amp; 641. Breakdown of deaths by ship: ''Chicago'':&amp;nbsp;62, ''La Vallette'':&amp;nbsp;22, and ''Montpelier'':&amp;nbsp;1. The Japanese bombers strafed the U.S. ships during both attacks on 29 and 30 January which may have resulted in the one death on ''Montpelier'' (Morison, ''Struggle for Guadalcanal'', p. 355.)&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	Isoroku YamamotoJinichi KusakarefFrank, ''Guadalcanal'', p. 288. Kusaka commanded the 11th Air Fleet, headquartered at Rabaul, which included the 701 Air Group|701, 705 Air Group|705 and 751 Air Group|751 Air Groups that participated in this battle.&lt;/ref&gt;	43 bombersref name="guadalcanal578"Frank, ''Guadalcanal'', p. 578.&lt;/ref&gt;	12 bombers destroyed60–84 killedrefFrank, ''Guadalcanal'', p. 581; Tagaya, pp. 66&#8211;67. Japanese personnel losses estimated by multiplying the 12 aircraft destroyed by the five to seven man crew that Mitsubishi G4M and Mitsubishi G3M bombers usually carried.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Rennell_Island
New Guinea campaign	New Guinea	23 January 1942 – August 1945	Allied victory	{{flag|Australia|size|=|23px}}	{{flagdeco|United States|1912|size|=|23px}}		{{flagicon|US|1912}}	{{flagcountry|Empire of Japan|size|=|23px}}	{{flagicon|Empire of Japan}}	350,000ref name=TanakaiiTanaka 1980, p. ii.&lt;/ref&gt;	127,600 (New Guinea only)refFenton, Damien (1 June 2004). http://ajrp.awm.gov.au/AJRP/remember.nsf/709e228818bdf765ca256a9a001dad4d/58ebd6d993e15ce8ca256d05002671fd How many died? (QnA)] Australian War Memorial.&lt;/ref&gt;	https://en.wikipedia.org/wiki/New_Guinea_campaign
Battle of Goodenough Island	{{Coord|9|20|24.79|S|150|16|3.06|E|scale:1600000_type:country_region:PG|display|=|title}}	22–27 October 1942	Allied victory	{{flag|Australia}}	{{flagicon|Australia}}	640	13 killed,19 wounded	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	353 (initially),285 (during ground fighting)	20 killed,15 wounded,1 prisoner	https://en.wikipedia.org/wiki/Battle_of_Goodenough_Island
Battle of Buna–Gona	Territory of Papua	16 November 1942 – 22 January 1943	Allied victory	{{flag|Australia}}	{{flagicon|Australia}}	{{refn|See Battle of Buna–Gona: Allied forces and order of battle#Order of battle|Order of battle for details.|group|=|Note}}	{{refn|Deaths include 1,204 Australian and 671 US killed in action or died of wounds. Illness from contracting tropical diseases exceeded 50 percent of the Allied troops.  This figure includes nearly 8,000 Americans evacuated sick but does not include Australian troops evacuated sick (see section – 'Aftermath').|group|=|Note}}	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|alt}}	{{refn|This is the number of combat effective troops. Total strength initially has been estimated at 9,000 – 10,000. See Battle of Buna–Gona: Japanese forces and order of battle#Japanese strength|Japanese strength for details.|group|=|Note}}	{{sfn|MacArthur|1994b|p|=|188}}	https://en.wikipedia.org/wiki/Battle_of_Buna–Gona
Battle of Wau	Wau, Papua New Guinea|Wau, Territory of New Guinea	29–31 January 1943	Allied victory	{{flag|Australia}}	{{flagicon|Australia}}	3,000	349 killed, wounded or missing	{{flagcountry|Empire of Japan|name|=|Imperial Japan}}	{{flagicon|Empire of Japan}}	4,000	1,200 killed (estimate)	https://en.wikipedia.org/wiki/Battle_of_Wau
Battle of the Bismarck Sea	Bismarck Sea, in the vicinity of Lae	2–4 March 1943	Allied victory	{{flag|United States|1912}}	{{flagicon|USA|1912}}	39 heavy bombers;41 medium bombers;34 light bombers; 54 fighters, 10 torpedo boats	2 bombers,4 fighters destroyed13 killedref name="Gillison, p. 695"	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	8 destroyers,8 troop transports,100 aircraft	8 transports,4 destroyers sunk20 fighters destroyed,2,890+ deadref name="Gillison, p. 696"{{harvnb|Gillison|1962|p=696}}&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_the_Bismarck_Sea
Salamaua–Lae campaign	Salamaua–Lae area, Morobe Province, Territory of New Guinea	22 April&nbsp;– 16 September 1943	Allies of World War II|Allied victory	{{flag|Australia}}	{{flagicon|USA|army}}	~30,000	{{sfn|Coulthard-Clark|1998|p|=|241}}	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|army}}	~10,000	{{sfn|Coulthard-Clark|1998|p|=|241}}	https://en.wikipedia.org/wiki/Salamaua–Lae_campaign
Markham and Ramu Valley – Finisterre Range campaign	Finisterre Range, Territory of New Guinea	19 September 1943&nbsp;– 24 April 1944	Allies of World War II|Allied victory	{{flag|Australia}}	{{flagicon|Australia}}	~ 17,000	204 killed ,  464 wounded	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan}}	~ 12,000	800 killed ,  400 wounded	https://en.wikipedia.org/wiki/Markham_and_Ramu_Valley_–_Finisterre_Range_campaign
Huon Peninsula campaign	Huon Peninsula, Territory of New Guinea	22 September 1943&nbsp;– 1 March 1944	Allies of World War II|Allied victory	{{flag|Australia}}	{{flagicon|Australia}}	~13,100	~1,387 killed or wounded	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan}}	~12,500	~5,500 killed	https://en.wikipedia.org/wiki/Huon_Peninsula_campaign
Bougainville Campaign	{{Coord|6|8|S|155|18|E|type:isle|display|=|inline,title}}	1 November 1943&nbsp;– 21 August 1945	Allied victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	144,000 American troops, 30,000 Australian troopsref name=ShawLofgrenGailey1Shaw 1963, p. 246; Lofgren 1993, p. 27; Gailey 1991, p. 191&lt;/ref&gt;728 aircraftref name = "Shaw 185-6"Shaw 1963, pp. 185&#8211;86&lt;/ref&gt;	'''USA:''', 727 dead, '''Australia:''', 516 deadref name=ShawLofgrenGailey2Shaw 1963, p. 281, Lofgren 1993, p. 32, and Gailey 1991, p. 210&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|army}}	45,000–65,000 troopsref name="conf"154 aircraftref name = "Shaw 185-6" 	{{#tag:ref| Figure includes deaths from all causes: combat, disease, starvation, and accident. The Australians counted 21,000 to 23,500 Japanese survivors on Bougainville upon the surrender of Japanese forces at the end of World War II. If Gailey's and Long's figure of 65,000 Japanese troops originally on Bougainville is accurate, then the Japanese casualty figures would be far higher. Long's figures are quoted in the narrative, totalling 16,700 combat deaths and 26,400 deaths from disease and malnutrition.|ref| name=RottmanGaileyLong|group|=|Note}}	https://en.wikipedia.org/wiki/Bougainville_Campaign
New Britain campaign	New Britain, Territory of New Guinea	15 December 1943 – 21 August 1945	Allied victory	{{flag|United States|1912}}	{{flagicon|USA|1912}}	< 20,000	502 killed ,  1,575 wounded ,  4 missing	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan}}	> 100,000	~30,000 dead, mostly from disease and starvationref name=AWMAustralian War Memorial. http://ajrp.awm.gov.au/ajrp/AJRP2.nsf/530e35f7e2ae7707ca2571e3001a112d/e7daa03b9084ad56ca257209000a85f7?OpenDocument "Australia-Japan Research Project: Dispositions and deaths"]. Citing figures of the Relief Bureau of the Ministry of Health and Welfare, March 1964. 30,500 Japanese troops are listed as dying in the Bismarck Archipelago.&lt;/ref&gt;	https://en.wikipedia.org/wiki/New_Britain_campaign
Battle of Cape Gloucester	Cape Gloucester, New Britain, New Guinea|Territory of New Guinea	26 December 1943&nbsp;– 22 April 1944	Allies of World War II|Allied victory	{{flag|United States|1912}}	William H. RupertusWilliam J. WhalingJulian N. Frisbie		310 killed1,083 wounded	{{flagcountry|Empire of Japan}}	Yasushi Sakai  Iwao Matsuda (general)|Iwao Matsuda		2,000 killed	https://en.wikipedia.org/wiki/Battle_of_Cape_Gloucester
Admiralty Islands campaign	Admiralty Islands	{{Start date|1944|02|29|df|=|y}}	Decisive Allied victory	{{flag|United States|1912}}	{{flagicon|United States}}	35,000	326&nbsp;killed1,190&nbsp;wounded4&nbsp;missing	{{flagcountry|Empire of Japan}}	{{KIA}}	4,000	3,280&nbsp;killed75&nbsp;captured	https://en.wikipedia.org/wiki/Admiralty_Islands_campaign
Western New Guinea campaign	Territory of New Guinea and Netherlands New Guinea	22 April 1944 – 15 August 1945	Allies of World War II|Allied victory	{{flag|United States|1912}}		~	1,922+ killed or missing 8,000+ wounded	{{flag|Empire of Japan|name|=|Imperial Japan}}		~	42,000+ dead and nearly 1,000 prisoner of war|POWs	https://en.wikipedia.org/wiki/Western_New_Guinea_campaign
Aitape–Wewak campaign	Aitape/Wewak/Sepik region, Territory of New Guinea	November 1944&nbsp;– August 1945	Allies of World War II|Allied victory	{{plainlist |* |flag|Australia|* |flag|United States|1912|* |flag|United Kingdom|  }}	{{flagicon|Australia}}	~ 13,000 menref group="Note"The Australian 6th Division had been converted to the jungle division establishment with a complement of 13,118 men, which was approximately 4,000 fewer than a standard Australian division. Palazzo 2001, p. 184.&lt;/ref&gt;	{{plainlist |* 442 killed in action* 145 dead from other causes|ref| name=Grant225|* 1,141 wounded|ref| name=Coulthard-Clark251|  }}	{{plainlist |* |flagcountry|Empire of Japan|  }}	{{flagicon|Empire of Japan|army}}	~ 30,000–35,000ref name=Coulthard-Clark251Coulthard-Clark 2001, p. 251.&lt;/ref&gt;	{{plainlist |* 7,000 &ndash; 9,000 killed in action* 14,000 dead from disease and hunger|ref| name=Grant225|* 269 captured|ref| name=Coulthard-Clark251|  }}	https://en.wikipedia.org/wiki/Aitape–Wewak_campaign
Aleutian Islands Campaign	Aleutian Islands, Alaska Territory	3 June 1942 – 15 August 1943	Allies of World War II|Allied victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	144,000ref{{Harvard citation no brackets|Cloe|1990|pp=321&#8211;323}}&lt;/ref&gt;	{{USS|Salt Lake City|CA-25}}	{{flagcountry|Empire of Japan}}	{{flagicon|Japan|naval}}	8,500ref{{Harvard citation no brackets|Cloe|1990|pp=321&#8211;323}}&lt;/ref&gt;	4,350 killed28 captured7 warships sunk9 cargo transport ships sunkref{{Harvard citation no brackets|Cloe|1990|pp=321&#8211;323}}&lt;/ref&gt;	https://en.wikipedia.org/wiki/Aleutian_Islands_Campaign
Battle of the Komandorski Islands	off Komandorski Islands	27 March 1943ref group=NoteThe date is often given as 26 March because the U.S. ships used Honolulu time which refers to the other side of the International Date Line. However, the local date at Komandorski Islands was 27 March&lt;/ref&gt;	Tactically inconclusiveStrategic United States victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	1 heavy cruiser,1 light cruiser,4 destroyers	1 heavy cruiser severely damaged,2 destroyers slightly damaged,7 killed,20 woundedref group=NoteMorison, ''Aleutians, Gilberts and Marshalls'', p. 33. Five were killed on ''Bailey'' and two on ''Salt Lake City'', 7 hospital cases and 13 minor injuries, ''Coghlan'' was also hit once.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	2 heavy cruisers,2 light cruisers,4 destroyers	1 heavy cruiser moderately damaged,1 heavy cruiser slightly damaged,14 killed,26 woundedref group=NoteMorison, ''Aleutians, Gilberts and Marshalls'', p. 33 and Hackett, ''CombinedFleet.com'', http://www.combinedfleet.com/nachi_t.htm]. Thirteen were killed on ''Nachi'' and one on ''Maya''.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_the_Komandorski_Islands
Battle of Attu	Attu Island|Attu, Aleutian Islands, Alaska, United States	11–30 May 1943	Allied victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	American:, 15,000, Canadian:, 3 Royal Canadian Air Force|RCAF squadrons*1 reconnaissance*2 fighter-bomberref name=EdeC 	549 killed,1,148 wounded 1,814 Cold injuries and diseaseref name="US National Park Service"https://www.nps.gov/articles/battle-of-attu.htm US National Park Service]&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|army}}	2,900	2,351 killed28 capturedref name="US National Park Service"https://www.nps.gov/articles/battle-of-attu.htm US National Park Service]&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Attu
Operation Vengeance	Bougainville Island|Bougainville in the Asiatic-Pacific Theater|South Pacific	April 18, 1943	Operation mission successful;, Admiral Yamamoto killed	{{flag|United States|1912}}	{{flagicon|United States|1912}}	16 P-38G fighter aircraft	1 P-38G fighter aircraft lost,, 1 pilot killed	{{flag|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	2 G4M1 bombers,, 6 A6M2 fighter aircraft	2 bombers destroyed,, 19 killed inc. Admiral Yamamoto	https://en.wikipedia.org/wiki/Operation_Vengeance
Solomon Islands campaign	British Solomon Islands/Territory of New Guinea, Pacific Ocean|South Pacific	January 1942 – 21 August 1945	Allies of World War II|Allied victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}		{{efn|name|=|ReferenceA|Numbers include personnel killed by all causes including combat, disease, and accidents.  Ships sunk includes warships and auxiliaries.  Aircraft destroyed includes both combat and operational losses.}}	{{flagcountry|Empire of Japan|size|=|23px}}	{{flagicon|Empire of Japan|naval}}		{{efn|name|=|ReferenceA}}	https://en.wikipedia.org/wiki/Solomon_Islands_campaign
New Georgia Campaign	New Georgia Islands, Solomon Islands	20 June – 7 October 1943	Allied victory	{{flag|United States|1912}}	{{flagicon|USA|1912}}	32,000	1,195 killed,93 aircraft destroyedrefAltobello, ''Into the Shadows Furious'', p. 354.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	10,500	1,671 killed,358 aircraft destroyedrefAltobello, ''Into the Shadows Furious'', p. 354.&lt;/ref&gt;	https://en.wikipedia.org/wiki/New_Georgia_Campaign
Battle of Kula Gulf	Kolombangara, Solomon Islands	6 July 1943	Inconclusive; 850 of 2,600 Japanese troops landed at Vila, remainder killed or not landed	{{flag|United States|1912}}	Walden L. Ainsworth	3 light cruisers,4 destroyers	1 light cruiser sunk,168 killedrefMorison, ''Breaking the Bismarcks'', p. 194.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	Teruo Akiyama Killed in action|†	10 destroyers	2 destroyers sunk,324 killedrefNevitt, ''Combinedfleet.com'', http://www.combinedfleet.com/lancers.htm] &amp; Morison, ''Breaking the Bismarcks'', p. 174.  Breakdown of deaths by ship: ''Niizuki''-300, ''Amagiri''-10, ''Nagatsuki''-8, and ''Hatsuyuki''-6.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Kula_Gulf
Battle of Kolombangara	Kolombangara in the Solomon Islands	12/13 July 1943	Japanese tactical victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	3 light cruisers,10 destroyers	1 destroyer sunk,3 light cruisers heavily damaged,89 killedrefMorison, ''Breaking the Bismarcks'', p. 186 &amp; 189.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	1 light cruiser,5 destroyers	1 light cruiser sunk,482 killedrefHackett &amp; Kingsepp, ''Combinedfleet.com'', http://www.combinedfleet.com/jintsu_t.htm ''Jintsu''] &amp; Morison, ''Breaking the Bismarcks'', p. 184.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Kolombangara
Battle of Vella Gulf	Near Kolombangara in the Solomon Islands	6–7 August 1943	United States victory	{{flag|United States|1912}}	Frederick Moosbrugger	6 destroyers	None	{{flagcountry|Empire of Japan}}	Kaju Sugiura	4 destroyers	3 destroyers sunk,1,210 killed	https://en.wikipedia.org/wiki/Battle_of_Vella_Gulf
Battle of Vella Lavella (land)	Vella Lavella in the Solomon Islands	15 August – 6 October 1943	Allies of World War II|Allied victory	{{flag|United States|1912}}	Theodore S. WilkinsonOscar GriswoldHarold Eric Barrowclough|Harold Barrowclough	9,588refMiller, ''Cartwheel'', p. 176; Gillespie, ''The Pacific'', p. 128.  Ground forces included 5,888 U.S. and 3,700 New Zealanders.&lt;/ref&gt;	150 killedref name=Gillespie142Gillespie, ''The Pacific'', p. 142. Includes ground force and naval support personnel.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	Minoru Sasaki|Noboru Sasaki	700refGillespie, ''The Pacific'', pp. 128 &amp; 139.&lt;/ref&gt; – 1,000ref name=Diamond90Diamond, ''The War in the South Pacific'', p. 90.&lt;/ref&gt;	Less than 150ref name="Rottman_2002_290"  to 200–300 killedref name=Gillespie138-139Gillespie, ''The Pacific'', pp. 138&#8211;139.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Vella_Lavella_(land)
Battle of Vella Lavella (naval)	Vella Lavella in the Solomon Islands	6 October 1943	Japanese victory	{{flag|United States|1912}}	Frank R. Walker	6 destroyers	1 destroyer sunk,2 destroyers heavily damaged,67 killed47 wounded36 missingref name=DANFS1{{cite web |url=http://www.history.navy.mil/danfs/c7/chevalier-i.htm |archiveurl=https://web.archive.org/web/20130303235446/http://www.history.navy.mil/danfs/c7/chevalier-i.htm |archivedate=3 March 2013 |accessdate=12 August 2017 |work=Dictionary of American Naval Fighting Ships |title=''Chevalier I''}}&lt;/ref&gt;ref name=DANFS2{{cite web|url=http://www.history.navy.mil/danfs/s9/selfridge-ii.htm |archiveurl=https://web.archive.org/web/20130202043753/http://www.history.navy.mil/danfs/s9/selfridge-ii.htm |archivedate=2 February 2013 |title=''Selfridge'' |work=Dictionary of American Naval Fighting Ships |accessdate=12 August 2017}}&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	Matsuji Ijuin	9 destroyers,20 barges,auxiliary ships	1 destroyer sunk,138 killedref name=Yugomo{{cite web |author=Nevitt, Allyn D |url=http://www.combinedfleet.com/yugumo_t.htm |title=''Y&#363;gumo'' |work= Long Lancers |accessdate=12 August 2017 }}&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Vella_Lavella_(naval)
Battle of Empress Augusta Bay	Empress Augusta Bay, Bougainville Province|Bougainville, Territory of New Guinea	1–2 November 1943	United States victory	{{flag|United States|1912}}	Aaron S. Merrill,Arleigh Burke	4 light cruisers8 destroyers	2 destroyers and 1 cruiser damaged,19 killedref name=Morison322Morison 1958 p. 322.&lt;/ref&gt;, 	{{flagcountry|Empire of Japan}}	Sentaro Omori,Matsuji Ijuin	2 heavy cruisers2 light cruisers6 destroyers, 100 aircraft	{{#tag:ref|Sources differ on Japanese personnel losses in naval battle. Breakdown of deaths by ship and source: ''Sendai''&nbsp;– 412 (Dull), 185 (Hackett and Kingsepp), 320 (Morison), and 335 (Hara); ''Hatsukaze''&nbsp;– 9 (Dull) and 240 (Nevitt, Morison, and Hara); ''Shiratsuyu''&nbsp;– 4 (Nevitt) and 5 (Hara); ''Samidare''&nbsp;– 1 (Hara).|group|=|Note}}	https://en.wikipedia.org/wiki/Battle_of_Empress_Augusta_Bay
Battle of Cape St. George	Near Buka Island, north of Bougainville Island|Bougainville	25 November 1943	U.S. victory	{{flag|United States|1912}}	Arleigh Burke	5 destroyers	None	{{flagcountry|Empire of Japan}}	Kiyoto KagawaKilled in action|†	5 destroyers	{{#tag:ref|Nevitt says all hands (228 men) were lost on ''Onami'' and all but 28 were lost ''Makinami'' (total lost 200 men),|ref| name=makina|ref| name=onami| and, along with Morison, says that there were 278 survivors from ''Yugiri''.|ref| name=Morison353|Morison, ''Breaking the Bismarcks'', p. 353.|| Morison says there were 300 troops on ''Yugiri'', which along with a normal complement of 197 means about 497 were on board during this engagement. Subtracting 278 from 497 equals 219 killed on ''Yugiri''. |group|=|Note}}	https://en.wikipedia.org/wiki/Battle_of_Cape_St._George
Gilbert and Marshall Islands campaign	Gilbert Islands|Gilbert and Marshall Islands, Pacific Ocean	November 1943 &ndash; February 1944	US victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}		est. 5,100 dead or missing,, 6,700 wounded	{{flagicon|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}		est. 21,000 dead,, 375 captured	https://en.wikipedia.org/wiki/Gilbert_and_Marshall_Islands_campaign
Battle of Tarawa	Betio|Betio Island, Tarawa|Tarawa Atoll, Gilbert Islands	20–23 November 1943	United States victory	{{flag|United States|1912}}	U.S. Navy:, Raymond A. Spruance|Raym. A. Spruance, Richmond K. Turner, Harry W. Hill, U.S. Marine Corps:, Holland Smith|Holland M. Smith, Julian C. Smith, Leo D. Hermle, Merritt Edson|Merritt A. Edson, David M. Shoup	35,000 troops,  18,000 Marinesref{{cite web| url=http://www.history.com/topics/world-war-ii/battle-of-tarawa | work=History.com staff | title=Battle of Tarawa | date=16 February 2016}}&lt;/ref&gt;	{{sfn|Wright|2004|p|=|93}}	{{flagcountry|Empire of Japan}}	{{KIA}}	2,636 troops,  2,200 construction laborers (1,000 Japanese and 1,200 Korean), 14 tanks , 40 artillery pieces, 14 naval guns	4,690 killed  17 soldiers captured  129 laborers captured	https://en.wikipedia.org/wiki/Battle_of_Tarawa
Battle of Kwajalein	Kwajalein Atoll, Marshall Islands	31 January–3 February 1944	United States victory	{{flag|United States|1912}}	Richmond K. Turner|Richmond K. Turner (USN), Holland M. Smith|Holland M. Smith (USMC), Harry Schmidt (USMC)|Harry Schmidt (USMC), Charles H. Corlett|Charles H. Corlett (USA), Thomas E. Watson (USMC)|Thomas E. Watson (USMC)	{{rp|27–28}}	{{rp|88}}	{{flagcountry|Empire of Japan}}	{{KIA}}	{{rp|31}}	{{rp|88}}	https://en.wikipedia.org/wiki/Battle_of_Kwajalein
Battle of Eniwetok	Eniwetok Atoll, Marshall Islands	17 February &ndash; 23 February 1944	United States victory	{{flag|United States|1912}}	Harry W. Hill|Harry W. Hill (USN), John T. Walker (USMC)|John T. Walker (USMC), Thomas E. Watson (USMC)|Thomas E. Watson (USMC)	2 regiments-22nd Marine Regiment (United States)|22nd Marine Regiment (USMC)-106th Infantry Regiment (United States)|106th Infantry Regiment (USA)	{{rp|88}}	{{flagcountry|Empire of Japan}}	{{KIA}}	{{rp|32}}	{{rp|88}}	https://en.wikipedia.org/wiki/Battle_of_Eniwetok
Mariana and Palau Islands campaign	Mariana Islands|Mariana and Palau Islands, Pacific Ocean	June – November, 1944	U.S. victory	{{flag|United States|1912}}	Chester Nimitz, Raymond A. Spruance, Richmond K. Turner, Holland Smith, Roy Geiger, Harry Schmidt (USMC)|Harry Schmidt, William H. Rupertus, Paul J. Mueller	128,000  600+ ships	9,500 killed	{{flagcountry|Empire of Japan}}	{{KIA}}	71,000	67,000+ killed	https://en.wikipedia.org/wiki/Mariana_and_Palau_Islands_campaign
Battle of Saipan	Saipan, Mariana Islands	15 June – 9 July 19443 weeks, 3 days	American victory	{{flag|United States|1912}}	Richmond K. Turner, Holland Smith	71,000	{{rp|379}}	{{flagcountry|Empire of Japan}}	{{KIA}}	{{rp|563}}	{{citation needed|date|=|March 2017}}	https://en.wikipedia.org/wiki/Battle_of_Saipan
Battle of the Philippine Sea	The Philippine Sea	June 19–20, 1944	Decisive American victoryref{{harvnb|Crowl|1995|p=441}}&lt;/ref&gt;	{{flag|United States|1912}}	{{flagicon|USA|1912}}	7 fleet carriers 8 light carriers 7 battleships 8 heavy cruisers  13 light cruisers 68 destroyers 28 submarines ~900 carrier aircraft	1 battleship damaged123 aircraft destroyedref name="Shores"{{harvnb|Shores|1985|p=205}}&lt;/ref&gt;109 dead	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	5 fleet carriers 4 light carriers 5 battleships 11 heavy cruisers  2 light cruisers 31 destroyers 24 submarines 6 oilers ~450 carrier aircraft ~300 land-based aircraft	{{ship|Japanese aircraft carrier|Taihō|2}}	https://en.wikipedia.org/wiki/Battle_of_the_Philippine_Sea
Battle of Guam (1944)	Guam, Mariana Islands	21 July – 10 August 1944	American victory* Guam is liberated from Japanese Empire|Japan by the United States	{{flag|United States|1912}}	Roy Geiger, Richmond K. Turner, Holland Smith, Allen H. Turnage, Andrew D. Bruce	{{rp|37,39}}	1,777 killed, 5,798 wounded, 23 missingref{{cite web|url=https://www.nps.gov/wapa/learn/historyculture/guam-armed-forces-casualties.htm |title=Casualty List - U.S. Armed Forces - 1944 |publisher=National Park Service, War in the Pacific National Historical Park, Guam |date= |accessdate=8 March 2017}}&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{KIA}}	{{rp|23}}	{{rp|87}}	https://en.wikipedia.org/wiki/Battle_of_Guam_(1944)
Battle of Tinian	Tinian, Mariana Islands	24 July&nbsp;– 1 August 1944	American victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	{{rp|34}}	{{rp|88}}	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan}}	{{rp|89}}	{{rp|88}}	https://en.wikipedia.org/wiki/Battle_of_Tinian
Battle of Peleliu	Peleliu, Palau Islands	15 September – 27 November 1944	Allies of World War II|Allied victory	{{flag|United States|1912}}	{{flagicon|USA|1912}}	{{rp|36}}	2,336 killed8,450 woundedref name="stamfordhistory.org"http://www.stamfordhistory.org/ww2_peleliu.htm The Stamford Historical Society: Peleliu] Retrieved 27 Oct. 2015&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|army}}	{{rp|37}}	{{rp|89}}	https://en.wikipedia.org/wiki/Battle_of_Peleliu
