CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
41231660,LAS MARAVILLAS DE MEXICO RESTAURANT,BRONX,1113,BEDFORD PARK BOULEVARD,10468,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,41,
50061022,INDIAN TABLE,BROOKLYN,234,COURT ST,11201,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,110,
41565587,HAAGEN-DAZS,MANHATTAN,263,AMSTERDAM AVENUE,10023,"Ice Cream, Gelato, Yogurt, Ices",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,
41316819,HIDEAWAY,MANHATTAN,185,DUANE STREET,10013,American,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,
50036460,Pak Shahi Biryani & grill,MANHATTAN,71,W 109TH ST,10025,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,34,
50057976,VIVA FELIZ 365 (Herbalife),QUEENS,3566,93RD ST,11372,"Juice, Smoothies, Fruit Salads",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
41231076,MAMA LETI'S,QUEENS,4007,JUNCTION BOULEVARD,11368,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,
50010284,KAIETEUR RESTAURANT,BRONX,4379,WHITE PLAINS RD,10466,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,
40371727,LA PALINA RESTAURANT,BROOKLYN,159,AVENUE O,11204,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
41489230,GRAND CENTRAL STAR CAFE,MANHATTAN,463,LEXINGTON AVENUE,10017,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,68,
50050214,CARNIVAL PALACE,QUEENS,9209,JAMAICA AVE,11421,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,32,
41004284,CAFE CLASSICO,MANHATTAN,35,WEST   57 STREET,10019,Jewish/Kosher,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,34,
50002875,TACOS CALIFORNIA RESTAURANT,BROOKLYN,4616,5TH AVE,11220,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,108,
50061163,Soul Food,BROOKLYN,88A,KINGSTON AVE,11213,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,37,
50047323,TANA THAI RESTAURANT,BRONX,1890,EASTCHESTER RD,10461,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38,
50014844,BLOSSOM DU JOUR,MANHATTAN,449,AMSTERDAM AVE,10024,Vegetarian,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,
50067113,SABI SUSHI,MANHATTAN,2,PENN PLZ,10121,Chinese/Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,116,
50065591,PENN MARKET,MANHATTAN,401,8TH AVE,10001,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,83,
50006377,LOS TAQUITOS DEL TIO,QUEENS,3215,JUNCTION BLVD,11369,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,50,
40980650,ISAAC'S COFFEE SHOP,BROOKLYN,3001,AVENUE K,11210,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,34,
41568346,#1 GARDEN CHINESE,BROOKLYN,221,PROSPECT PARK WEST,11215,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,
50004563,KANAN INDIAN RESTAURANT,BROOKLYN,452,3RD AVE,11215,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,
41623638,RINCONCITO TEPEYAC,BRONX,381,EAST  138 STREET,10454,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,56,
50050924,GOLDEN LEAF SKY,QUEENS,13617,41ST AVE,11355,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,
41565544,TANDOOR & CO,QUEENS,9524,QUEENS BOULEVARD,11374,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,
50005073,HARLEM KARIBE TAKE OUT,MANHATTAN,2234,ADAM CLAYTON POWEL JR BLVD,10027,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,62,
41500641,DUNKIN' DONUTS,STATEN ISLAND,1351,FOREST AVENUE,10302,Donuts,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,
41711545,OSAKA JAPANESE FUSION,QUEENS,22423,UNION TURNPIKE,11364,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,61,
50015614,TOTAL AMAZING GRACE,BROOKLYN,3113,CHURCH AVE,11226,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,
41708433,CHINA WOK II,QUEENS,10315,101 AVENUE,11416,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,47,
41362565,BASCOM CATERING & EVENTS,BRONX,940,GARRISON AVENUE,10474,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,37,
41432865,SUSHI HANA,MANHATTAN,111,RIVINGTON STREET,10002,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,47,
50033767,FEAST ON US,MANHATTAN,645,HUDSON ST,10014,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,57,
50056021,LAVA KITCHEN,MANHATTAN,2656,BROADWAY,10025,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,76,
41159602,TAVERN ON THE THIRD,MANHATTAN,380,3 AVENUE,10016,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,
41717023,SALLY'S COFFEE SHOP,BROOKLYN,8501,3 AVENUE,11209,Middle Eastern,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
41177037,QUEEN'S PIZZA,QUEENS,11614,QUEENS BOULEVARD,11375,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,
41569904,SWAGAT,MANHATTAN,411,AMSTERDAM AVENUE,10024,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,57,
50014008,D.C.PLZZ SEAFOOD,BROOKLYN,770,59TH ST,11220,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,63,
41251199,PARADISE BAR,QUEENS,678,WOODWARD AVENUE,11385,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,58,
50001880,GANG SAN DEUL,QUEENS,248-25,NORTHERN BLVD,11362,Korean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,61,
50057484,MIR BURGER,BROOKLYN,705,BRIGHTON BEACH AVE,11235,Turkish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,
50016598,DUNKIN' DONUTS,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,Donuts,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,6,
50049004,MONA KITCHEN & MARKET,MANHATTAN,310,E 44TH ST,10017,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,60,
50033274,BUSHWICK PIZZA PARTY,BROOKLYN,254,IRVING AVE,11237,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,78,
50039990,SAGAPONACK,MANHATTAN,4,W 22ND ST,10010,Seafood,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,54,
50045788,CHINELOS II DELI-GROCERY RESTAURANT,MANHATTAN,530,W 136TH ST,10031,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,72,
41464143,VYBES KITCHEN,BRONX,1296,GUNHILL ROAD,10469,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,74,
41451560,GUAN DONG YI JIA,QUEENS,4609,KISSENA BOULEVARD,11355,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,65,
41697802,NEW HOME SING RESTAURANT,MANHATTAN,3355,BROADWAY,10031,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,61,
41311922,HAPPY FRESH TORTILLA GRILL,BROOKLYN,299,7 AVENUE,11215,Tex-Mex,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,49,
50015811,AREPAS GRILL,QUEENS,2119,BROADWAY,11106,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,5,
50007098,MANAA SOULFOOD RESTAURANT,BROOKLYN,478,ROCKAWAY AVE,11212,Soul Food,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,55,
50005283,CHINA CITY,BROOKLYN,1282,NOSTRAND AVE,11226,Chinese,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,14,
50045504,TABLE 40 PIZZERIA AND CAFE,BROOKLYN,4001,13TH AVE,11218,Jewish/Kosher,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,50,
41443726,MCKENNA'S PUB,MANHATTAN,250,WEST   14 STREET,10011,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,50,
41535549,PRONTO PIZZA,STATEN ISLAND,738,FOREST AVENUE,10310,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,61,
40995563,LEGEND COOKHOUSE,QUEENS,13511,ROCKAWAY BOULEVARD,11420,Caribbean,Establishment re-closed by DOHMH,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,12,
50001074,SUBWAY,QUEENS,56-53,MYRTLE AVE,11385,Sandwiches,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,
40993070,BASURERO,QUEENS,3217,STEINWAY STREET,11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,45,
40400185,CAFE BEYOND,MANHATTAN,620,6 AVENUE,10011,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,47,
40544774,VINNIE'S PIZZERIA/ LUNCHEONETTE,BROOKLYN,1593,MCDONALD AVENUE,11230,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,37,
50018394,HADI RESTAURANT,BROOKLYN,683,CONEY ISLAND AVE,11218,Middle Eastern,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,
41659069,FREDDY'S PIZZA,QUEENS,1266,150TH ST,11357,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,
50014886,NEW LUCKY CHINESE RESTAURANT,BROOKLYN,6619,FORT HAMILTON PKWY,11219,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,53,
50019284,ENCUENTRO RESTAURANT,QUEENS,3729,103RD ST,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
41485393,MY CORAL RESTAURANT,BROOKLYN,5401,4 AVENUE,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,34,
50032730,PARIS SANDWICH,MANHATTAN,217,GRAND ST,10013,Vietnamese/Cambodian/Malaysia,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,
50036694,S & R LE JUICE BAR,BRONX,254B,E GUNHILL RD,10467,"Juice, Smoothies, Fruit Salads",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,44,
50005654,ALLERTON DINER,BRONX,772,ALLERTON AVE,10467,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,50,
41624996,N.Y. TRACKS CAFE,BROOKLYN,1556,RALPH AVENUE,11236,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,
50014589,SUB CONSCIOUS,MANHATTAN,1213,AMSTERDAM AVE,10027,Sandwiches/Salads/Mixed Buffet,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,
41599530,SAM'S RESTAURANT,BROOKLYN,238,COURT STREET,11201,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,
41704391,NEW MANDARIN COURT,MANHATTAN,61,MOTT STREET,10013,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41,
41356747,LINCOLN PARK BAR & GRILL,MANHATTAN,867,9 AVENUE,10019,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,
41672217,GREEN HOUSE RESTAURANT & PARTY HALL,BROOKLYN,90,CHURCH AVENUE,11218,Bangladeshi,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,42,
41006018,THE FIVE SPOT,BROOKLYN,459,MYRTLE AVENUE,11205,Soul Food,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,56,
50003415,SUMO TERIYAKI,BROOKLYN,139,HAVEMEYER ST,11211,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
50000187,GRANDMA PIZZA,MANHATTAN,2551,AMSTERDAM AVENUE,10033,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,
40596246,GYRO KING,BRONX,2450,WALTON AVENUE,10468,Greek,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,49,
50063475,N RICO CAFE,BRONX,801,SOUTHERN BLVD,10459,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,86,
40535467,CHIU HONG BAKERY,MANHATTAN,161,MOTT STREET,10013,Bakery,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,54,
50049329,AAA KENNEDY FRIED CHICKEN,STATEN ISLAND,416,JERSEY ST,10301,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
40400185,CAFE BEYOND,MANHATTAN,620,6 AVENUE,10011,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
50042343,ANGELA'S,BROOKLYN,417,NOSTRAND AVE,11216,Caribbean,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,
41683394,CAFE 58,BROOKLYN,169,58 STREET,11220,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,53,
41495562,YO-YO FRITAILLE,BROOKLYN,1758,NOSTRAND AVENUE,11226,Creole,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,49,
41651670,CUPIDO'S RESTAURANT,BROOKLYN,609,SUTTER AVENUE,11207,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,57,
41641278,OLD COUNTRY BAGEL,QUEENS,16226,CROSS BAY BLVD,11414,Bagels/Pretzels,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,
41074629,DOMINO'S,BRONX,921,EAST TREMONT AVENUE,10460,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39,
41274605,MELODY CAFE & RESTAURANT,QUEENS,2595,STEINWAY STREET,11103,Mediterranean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,36,
41336841,#1 SABOR LATINO RESTAURANT,BRONX,4120,WHITE PLAINS ROAD,10466,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,45,
41592230,LA ISLA CAFE RESTAURANT,MANHATTAN,212,DELANCEY STREET,10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,36,
41423719,Q CAFE (QUEENS COLLEGE),QUEENS,6330,KISSENA BOULEVARD,11367,Continental,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,51,
41546745,MI SABOR CAFE,BROOKLYN,920,BROADWAY,11206,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28,
50047323,TANA THAI RESTAURANT,BRONX,1890,EASTCHESTER RD,10461,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,38,
41264529,DELIGHT 28 RESTAURANT,MANHATTAN,2830,PELL STREET,10013,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,77,
